university,province,score,year
清华大学,吉林,689,2017
青海师范大学,江苏,269,2017
广西师范大学,江苏,325,2017
江苏科技大学(张家港校区),江苏,331,2017
南京林业大学(淮安校区),江苏,331,2017
南京医科大学,江苏,331,2017
南京医科大学,江苏,331,2017
南京中医药大学,江苏,331,2017
徐州医科大学,江苏,331,2017
江苏大学,江苏,331,2017
江苏大学,江苏,331,2017
南京中医药大学,江苏,331,2017
江苏师范大学,江苏,331,2017
常州大学,江苏,331,2017
苏州科技大学,江苏,331,2017
扬州大学,江苏,331,2017
江苏大学,江苏,331,2017
江苏科技大学,江苏,331,2017
扬州大学,江苏,331,2017
江苏大学,江苏,331,2017
福建农林大学,江苏,331,2017
闽江学院,江苏,331,2017
江西师范大学,江苏,331,2017
江西理工大学,江苏,331,2017
东华理工大学,江苏,331,2017
北京协和医学院,江苏,331,2017
华北理工大学,江苏,331,2017
沈阳农业大学,江苏,331,2017
沈阳工业大学,江苏,331,2017
沈阳建筑大学,江苏,331,2017
辽宁工程技术大学,江苏,331,2017
辽宁科技大学,江苏,331,2017
黑龙江中医药大学,江苏,331,2017
哈尔滨商业大学,江苏,331,2017
黑龙江大学,江苏,331,2017
中南民族大学,江苏,331,2017
武汉工程大学,江苏,331,2017
湖南科技大学,江苏,331,2017
中南林业科技大学,江苏,331,2017
南华大学,江苏,331,2017
广东海洋大学,江苏,331,2017
广东以色列理工学院,江苏,331,2017
西南民族大学,江苏,331,2017
西南科技大学,江苏,331,2017
西南石油大学,江苏,331,2017
新疆大学,江苏,331,2017
江苏科技大学(张家港校区),江苏,331,2017
南京林业大学(淮安校区),江苏,331,2017
江苏大学,江苏,331,2017
江苏大学,江苏,331,2017
南京中医药大学,江苏,331,2017
江苏师范大学,江苏,331,2017
常州大学,江苏,331,2017
苏州科技大学,江苏,331,2017
扬州大学,江苏,331,2017
江苏大学,江苏,331,2017
江苏科技大学,江苏,331,2017
扬州大学,江苏,331,2017
江苏大学,江苏,331,2017
福建农林大学,江苏,331,2017
闽江学院,江苏,331,2017
江西师范大学,江苏,331,2017
江西理工大学,江苏,331,2017
东华理工大学,江苏,331,2017
北京协和医学院,江苏,331,2017
华北理工大学,江苏,331,2017
沈阳农业大学,江苏,331,2017
沈阳工业大学,江苏,331,2017
沈阳建筑大学,江苏,331,2017
辽宁工程技术大学,江苏,331,2017
辽宁科技大学,江苏,331,2017
黑龙江中医药大学,江苏,331,2017
哈尔滨商业大学,江苏,331,2017
黑龙江大学,江苏,331,2017
中南民族大学,江苏,331,2017
武汉工程大学,江苏,331,2017
湖南科技大学,江苏,331,2017
中南林业科技大学,江苏,331,2017
南华大学,江苏,331,2017
广东海洋大学,江苏,331,2017
广东以色列理工学院,江苏,331,2017
西南民族大学,江苏,331,2017
西南科技大学,江苏,331,2017
西南石油大学,江苏,331,2017
新疆大学,江苏,331,2017
南通大学,江苏,332,2017
江苏科技大学,江苏,332,2017
南京工业大学,江苏,332,2017
南京林业大学,江苏,332,2017
山东师范大学,江苏,332,2017
中北大学,江苏,332,2017
湖北中医药大学,江苏,332,2017
湖南中医药大学,江苏,332,2017
南通大学,江苏,332,2017
江苏科技大学,江苏,332,2017
南京工业大学,江苏,332,2017
南京林业大学,江苏,332,2017
山东师范大学,江苏,332,2017
中北大学,江苏,332,2017
湖北中医药大学,江苏,332,2017
湖南中医药大学,江苏,332,2017
青海大学,江苏,333,2017
南京医科大学,江苏,333,2017
徐州医科大学,江苏,333,2017
扬州大学,江苏,333,2017
南京中医药大学,江苏,333,2017
南通大学,江苏,333,2017
山东理工大学,江苏,333,2017
石家庄铁道大学,江苏,333,2017
长春理工大学,江苏,333,2017
哈尔滨理工大学,江苏,333,2017
三峡大学,江苏,333,2017
南京医科大学,江苏,333,2017
徐州医科大学,江苏,333,2017
扬州大学,江苏,333,2017
南通大学,江苏,333,2017
山东理工大学,江苏,333,2017
石家庄铁道大学,江苏,333,2017
长春理工大学,江苏,333,2017
哈尔滨理工大学,江苏,333,2017
三峡大学,江苏,333,2017
安徽工业大学,江苏,334,2017
河南大学,江苏,334,2017
安徽工业大学,江苏,334,2017
河南大学,江苏,334,2017
苏州科技大学,江苏,335,2017
青岛科技大学,江苏,335,2017
山东科技大学,江苏,335,2017
天津中医药大学,江苏,335,2017
苏州科技大学,江苏,335,2017
青岛科技大学,江苏,335,2017
山东科技大学,江苏,335,2017
天津中医药大学,江苏,335,2017
集美大学,江苏,336,2017
华东交通大学,江苏,336,2017
河北医科大学,江苏,336,2017
山西财经大学,江苏,336,2017
沈阳药科大学,江苏,336,2017
湖南农业大学,江苏,336,2017
重庆交通大学,江苏,336,2017
集美大学,江苏,336,2017
华东交通大学,江苏,336,2017
河北医科大学,江苏,336,2017
山西财经大学,江苏,336,2017
沈阳药科大学,江苏,336,2017
湖南农业大学,江苏,336,2017
重庆交通大学,江苏,336,2017
南京中医药大学,江苏,337,2017
江苏师范大学,江苏,337,2017
常州大学,江苏,337,2017
扬州大学,江苏,337,2017
南京中医药大学,江苏,337,2017
江苏师范大学,江苏,337,2017
常州大学,江苏,337,2017
扬州大学,江苏,337,2017
南京林业大学,江苏,338,2017
南京信息工程大学,江苏,338,2017
南京林业大学,江苏,338,2017
山西大学,江苏,338,2017
湘潭大学,江苏,338,2017
广东医科大学,江苏,338,2017
南京林业大学,江苏,338,2017
南京信息工程大学,江苏,338,2017
南京林业大学,江苏,338,2017
山西大学,江苏,338,2017
湘潭大学,江苏,338,2017
广东医科大学,江苏,338,2017
中国矿业大学,江苏,339,2017
上海海洋大学,江苏,339,2017
成都理工大学,江苏,339,2017
宁夏大学,江苏,339,2017
中国矿业大学,江苏,339,2017
上海海洋大学,江苏,339,2017
成都理工大学,江苏,339,2017
宁夏大学,江苏,339,2017
南京邮电大学,江苏,340,2017
宁波大学,江苏,340,2017
华侨大学,江苏,340,2017
华南农业大学,江苏,340,2017
青海大学,江苏,340,2017
南京邮电大学,江苏,340,2017
宁波大学,江苏,340,2017
华侨大学,江苏,340,2017
华南农业大学,江苏,340,2017
青海大学,江苏,340,2017
燕山大学,江苏,341,2017
燕山大学,江苏,341,2017
湖北大学,江苏,341,2017
长沙理工大学,江苏,341,2017
四川农业大学,江苏,341,2017
陕西科技大学,江苏,341,2017
宁夏医科大学,江苏,341,2017
燕山大学,江苏,341,2017
湖北大学,江苏,341,2017
长沙理工大学,江苏,341,2017
四川农业大学,江苏,341,2017
陕西科技大学,江苏,341,2017
宁夏医科大学,江苏,341,2017
南京信息工程大学,江苏,342,2017
江苏大学,江苏,342,2017
南京师范大学,江苏,342,2017
南京财经大学,江苏,342,2017
东北农业大学,江苏,342,2017
武汉科技大学,江苏,342,2017
南京信息工程大学,江苏,342,2017
江苏大学,江苏,342,2017
南京师范大学,江苏,342,2017
南京财经大学,江苏,342,2017
东北农业大学,江苏,342,2017
武汉科技大学,江苏,342,2017
浙江财经大学,江苏,343,2017
青岛大学,江苏,343,2017
北京体育大学,江苏,343,2017
北京工商大学,江苏,343,2017
西安工业大学,江苏,343,2017
浙江财经大学,江苏,343,2017
青岛大学,江苏,343,2017
北京体育大学,江苏,343,2017
北京工商大学,江苏,343,2017
西安工业大学,江苏,343,2017
浙江理工大学,江苏,344,2017
大连外国语大学,江苏,344,2017
北京师范大学-香港浸会大学联合国际学院,江苏,344,2017
重庆邮电大学,江苏,344,2017
浙江理工大学,江苏,344,2017
大连外国语大学,江苏,344,2017
北京师范大学-香港浸会大学联合国际学院,江苏,344,2017
重庆邮电大学,江苏,344,2017
南京工业大学,江苏,345,2017
东北林业大学,江苏,345,2017
贵州大学,江苏,345,2017
南京工业大学,江苏,345,2017
东北林业大学,江苏,345,2017
贵州大学,江苏,345,2017
南京财经大学,江苏,346,2017
济南大学,江苏,346,2017
广东外语外贸大学,江苏,346,2017
广州中医药大学,江苏,346,2017
南京财经大学,江苏,346,2017
济南大学,江苏,346,2017
广东外语外贸大学,江苏,346,2017
广州中医药大学,江苏,346,2017
南京审计大学,江苏,347,2017
河海大学,江苏,347,2017
苏州大学,江苏,347,2017
汕头大学,江苏,347,2017
广西大学,江苏,347,2017
南京审计大学,江苏,347,2017
河海大学,江苏,347,2017
苏州大学,江苏,347,2017
汕头大学,江苏,347,2017
广西大学,江苏,347,2017
广西大学,江苏,348,2017
中国药科大学,江苏,348,2017
南京审计大学,江苏,348,2017
江南大学,江苏,348,2017
南京师范大学,江苏,348,2017
福建医科大学,江苏,348,2017
北京交通大学(威海校区),江苏,348,2017
中国石油大学(华东),江苏,348,2017
东北大学秦皇岛分校,江苏,348,2017
太原理工大学,江苏,348,2017
辽宁大学,江苏,348,2017
华中农业大学,江苏,348,2017
广州大学,江苏,348,2017
中国药科大学,江苏,348,2017
南京审计大学,江苏,348,2017
江南大学,江苏,348,2017
南京师范大学,江苏,348,2017
福建医科大学,江苏,348,2017
北京交通大学(威海校区),江苏,348,2017
中国石油大学(华东),江苏,348,2017
东北大学秦皇岛分校,江苏,348,2017
太原理工大学,江苏,348,2017
辽宁大学,江苏,348,2017
华中农业大学,江苏,348,2017
广州大学,江苏,348,2017
南京理工大学,江苏,349,2017
浙江工业大学,江苏,349,2017
浙江师范大学,江苏,349,2017
浙江工商大学,江苏,349,2017
天津财经大学,江苏,349,2017
内蒙古大学,江苏,349,2017
云南大学,江苏,349,2017
西安理工大学,江苏,349,2017
南京理工大学,江苏,349,2017
浙江工业大学,江苏,349,2017
浙江师范大学,江苏,349,2017
浙江工商大学,江苏,349,2017
天津财经大学,江苏,349,2017
内蒙古大学,江苏,349,2017
云南大学,江苏,349,2017
西安理工大学,江苏,349,2017
杭州电子科技大学,江苏,350,2017
合肥工业大学(宣城校区),江苏,350,2017
南昌大学,江苏,350,2017
中国石油大学(北京),江苏,350,2017
中国矿业大学(北京),江苏,350,2017
河北工业大学,江苏,350,2017
哈尔滨医科大学,江苏,350,2017
杭州电子科技大学,江苏,350,2017
合肥工业大学(宣城校区),江苏,350,2017
南昌大学,江苏,350,2017
中国石油大学(北京),江苏,350,2017
中国矿业大学(北京),江苏,350,2017
河北工业大学,江苏,350,2017
哈尔滨医科大学,江苏,350,2017
河海大学(常州校区),江苏,351,2017
宁波诺丁汉大学,江苏,351,2017
江西财经大学,江苏,351,2017
中国地质大学(北京),江苏,351,2017
北京中医药大学,江苏,351,2017
大连海事大学,江苏,351,2017
湖南师范大学,江苏,351,2017
西北大学,江苏,351,2017
河海大学(常州校区),江苏,351,2017
宁波诺丁汉大学,江苏,351,2017
江西财经大学,江苏,351,2017
中国地质大学(北京),江苏,351,2017
北京中医药大学,江苏,351,2017
大连海事大学,江苏,351,2017
湖南师范大学,江苏,351,2017
西北大学,江苏,351,2017
中国矿业大学,江苏,352,2017
上海师范大学,江苏,352,2017
上海政法学院,江苏,352,2017
北京化工大学,江苏,352,2017
东北师范大学,江苏,352,2017
郑州大学,江苏,352,2017
陕西师范大学,江苏,352,2017
长安大学,江苏,352,2017
中国矿业大学,江苏,352,2017
上海师范大学,江苏,352,2017
上海政法学院,江苏,352,2017
北京化工大学,江苏,352,2017
东北师范大学,江苏,352,2017
郑州大学,江苏,352,2017
陕西师范大学,江苏,352,2017
长安大学,江苏,352,2017
南京邮电大学,江苏,353,2017
西交利物浦大学,江苏,353,2017
上海海事大学,江苏,353,2017
首都师范大学,江苏,353,2017
中国地质大学(武汉),江苏,353,2017
西北农林科技大学,江苏,353,2017
南京邮电大学,江苏,353,2017
西交利物浦大学,江苏,353,2017
上海海事大学,江苏,353,2017
首都师范大学,江苏,353,2017
中国地质大学(武汉),江苏,353,2017
西北农林科技大学,江苏,353,2017
西南大学,江苏,354,2017
南京农业大学,江苏,354,2017
中国药科大学,江苏,354,2017
安徽大学,江苏,354,2017
福州大学,江苏,354,2017
北京林业大学,江苏,354,2017
西南大学,江苏,354,2017
南京农业大学,江苏,354,2017
中国药科大学,江苏,354,2017
安徽大学,江苏,354,2017
福州大学,江苏,354,2017
北京林业大学,江苏,354,2017
西南大学,江苏,354,2017
北京语言大学,江苏,355,2017
重庆医科大学,江苏,355,2017
西北政法大学,江苏,355,2017
北京语言大学,江苏,355,2017
重庆医科大学,江苏,355,2017
西北政法大学,江苏,355,2017
江南大学,江苏,356,2017
上海中医药大学,江苏,356,2017
上海立信会计金融学院,江苏,356,2017
江南大学,江苏,356,2017
上海中医药大学,江苏,356,2017
上海立信会计金融学院,江苏,356,2017
南京航空航天大学,江苏,357,2017
合肥工业大学,江苏,357,2017
中国医科大学,江苏,357,2017
哈尔滨工程大学,江苏,357,2017
南京航空航天大学,江苏,357,2017
合肥工业大学,江苏,357,2017
中国医科大学,江苏,357,2017
哈尔滨工程大学,江苏,357,2017
北京第二外国语学院,江苏,358,2017
华北电力大学(保定),江苏,358,2017
东北财经大学,江苏,358,2017
深圳大学,江苏,358,2017
西安建筑科技大学,江苏,358,2017
北京第二外国语学院,江苏,358,2017
华北电力大学(保定),江苏,358,2017
东北财经大学,江苏,358,2017
深圳大学,江苏,358,2017
西安建筑科技大学,江苏,358,2017
合肥工业大学,江苏,359,2017
上海理工大学,江苏,359,2017
延边大学,江苏,359,2017
华中师范大学,江苏,359,2017
武汉理工大学,江苏,359,2017
海南大学,江苏,359,2017
兰州大学,江苏,359,2017
上海理工大学,江苏,359,2017
延边大学,江苏,359,2017
华中师范大学,江苏,359,2017
武汉理工大学,江苏,359,2017
海南大学,江苏,359,2017
兰州大学,江苏,359,2017
南京师范大学,江苏,360,2017
苏州大学,江苏,360,2017
大连理工大学(盘锦校区),江苏,360,2017
暨南大学,江苏,360,2017
南方医科大学,江苏,360,2017
广西医科大学,江苏,360,2017
西南交通大学,江苏,360,2017
南京师范大学,江苏,360,2017
苏州大学,江苏,360,2017
大连理工大学(盘锦校区),江苏,360,2017
暨南大学,江苏,360,2017
南方医科大学,江苏,360,2017
广西医科大学,江苏,360,2017
西南交通大学,江苏,360,2017
山东大学威海分校,江苏,361,2017
北京工业大学,江苏,361,2017
首都经济贸易大学,江苏,361,2017
山东大学威海分校,江苏,361,2017
北京工业大学,江苏,361,2017
首都经济贸易大学,江苏,361,2017
四川外国语大学,江苏,362,2017
四川外国语大学,江苏,362,2017
首都医科大学,江苏,363,2017
天津医科大学,江苏,363,2017
大连医科大学,江苏,363,2017
西南政法大学,江苏,363,2017
首都医科大学,江苏,363,2017
天津医科大学,江苏,363,2017
大连医科大学,江苏,363,2017
西南政法大学,江苏,363,2017
南京医科大学,江苏,364,2017
华北电力大学(北京),江苏,364,2017
中央民族大学,江苏,364,2017
南京医科大学,江苏,364,2017
华北电力大学(北京),江苏,364,2017
中央民族大学,江苏,364,2017
中国海洋大学,江苏,365,2017
东北大学,江苏,365,2017
吉林大学,江苏,365,2017
西安电子科技大学,江苏,365,2017
中国海洋大学,江苏,365,2017
东北大学,江苏,365,2017
吉林大学,江苏,365,2017
西安电子科技大学,江苏,365,2017
东华大学,江苏,366,2017
哈尔滨工业大学(威海),江苏,366,2017
北京科技大学,江苏,366,2017
东华大学,江苏,366,2017
哈尔滨工业大学(威海),江苏,366,2017
北京科技大学,江苏,366,2017
中国农业大学,江苏,367,2017
中国农业大学,江苏,367,2017
河海大学,江苏,368,2017
东南大学医学院,江苏,368,2017
上海对外经贸大学,江苏,368,2017
北京邮电大学(宏福校区),江苏,368,2017
河海大学,江苏,368,2017
东南大学医学院,江苏,368,2017
上海对外经贸大学,江苏,368,2017
北京邮电大学(宏福校区),江苏,368,2017
重庆大学,江苏,369,2017
上海大学,江苏,369,2017
中南财经政法大学,江苏,369,2017
湖南大学,江苏,369,2017
中南大学,江苏,369,2017
电子科技大学(沙河校区),江苏,369,2017
重庆大学,江苏,369,2017
上海大学,江苏,369,2017
中南财经政法大学,江苏,369,2017
湖南大学,江苏,369,2017
中南大学,江苏,369,2017
电子科技大学(沙河校区),江苏,369,2017
重庆大学,江苏,369,2017
北京交通大学,江苏,370,2017
大连理工大学,江苏,370,2017
北京交通大学,江苏,370,2017
大连理工大学,江苏,370,2017
华东理工大学,江苏,371,2017
山东大学,江苏,371,2017
西北工业大学,江苏,371,2017
华东理工大学,江苏,371,2017
山东大学,江苏,371,2017
西北工业大学,江苏,371,2017
四川大学,江苏,373,2017
西南财经大学,江苏,373,2017
四川大学,江苏,373,2017
西南财经大学,江苏,373,2017
南京理工大学,江苏,374,2017
北京邮电大学,江苏,374,2017
中国传媒大学,江苏,374,2017
南京理工大学,江苏,374,2017
北京邮电大学,江苏,374,2017
中国传媒大学,江苏,374,2017
南京航空航天大学,江苏,375,2017
华南理工大学,江苏,375,2017
南京航空航天大学,江苏,375,2017
华南理工大学,江苏,375,2017
中国人民大学(苏州校区),江苏,376,2017
中国政法大学,江苏,376,2017
哈尔滨工业大学,江苏,376,2017
电子科技大学,江苏,376,2017
中国人民大学(苏州校区),江苏,376,2017
中国政法大学,江苏,376,2017
哈尔滨工业大学,江苏,376,2017
电子科技大学,江苏,376,2017
北京理工大学,江苏,377,2017
北京外国语大学,江苏,377,2017
北京理工大学,江苏,377,2017
北京外国语大学,江苏,377,2017
华东政法大学,江苏,378,2017
上海外国语大学,江苏,378,2017
厦门大学,江苏,378,2017
天津大学,江苏,378,2017
中山大学,江苏,378,2017
华东政法大学,江苏,378,2017
上海外国语大学,江苏,378,2017
厦门大学,江苏,378,2017
天津大学,江苏,378,2017
中山大学,江苏,378,2017
对外经济贸易大学,江苏,379,2017
中央财经大学,江苏,379,2017
南开大学,江苏,379,2017
华中科技大学,江苏,379,2017
对外经济贸易大学,江苏,379,2017
中央财经大学,江苏,379,2017
南开大学,江苏,379,2017
华中科技大学,江苏,379,2017
华东师范大学,江苏,380,2017
华东师范大学,江苏,380,2017
北京师范大学,江苏,381,2017
北京航空航天大学,江苏,381,2017
北京大学医学部,江苏,381,2017
武汉大学,江苏,381,2017
西安交通大学,江苏,381,2017
北京师范大学,江苏,381,2017
北京航空航天大学,江苏,381,2017
北京大学医学部,江苏,381,2017
武汉大学,江苏,381,2017
西安交通大学,江苏,381,2017
华中科技大学,江苏,382,2017
武汉大学,江苏,384,2017
东南大学,江苏,384,2017
东南大学,江苏,384,2017
浙江大学医学院,江苏,386,2017
浙江大学医学院,江苏,386,2017
南京大学,江苏,387,2017
同济大学,江苏,387,2017
南京大学,江苏,387,2017
同济大学,江苏,387,2017
上海财经大学,江苏,390,2017
北京电影学院,江苏,390,2017
上海财经大学,江苏,390,2017
北京电影学院,江苏,390,2017
中国科学技术大学,江苏,392,2017
中国科学技术大学,江苏,392,2017
复旦大学医学院,江苏,394,2017
中国人民大学,江苏,394,2017
中国科学院大学,江苏,394,2017
复旦大学医学院,江苏,394,2017
中国人民大学,江苏,394,2017
中国科学院大学,江苏,394,2017
中国科学技术大学,江苏,395,2017
浙江大学,江苏,396,2017
浙江大学,江苏,396,2017
上海交通大学医学院,江苏,399,2017
上海交通大学医学院,江苏,399,2017
上海交通大学,江苏,407,2017
上海交通大学,江苏,407,2017
复旦大学,江苏,408,2017
复旦大学,江苏,408,2017
清华大学,江苏,413,2017
清华大学,江苏,413,2017
北京大学,江苏,415,2017
北京大学,江苏,415,2017
青海师范大学,江西,452,2017
广西师范大学,江西,497,2017
海南师范大学,江西,503,2017
沈阳农业大学,江西,503,2017
中国石油大学(北京)克拉玛依校区,江西,503,2017
吉林农业大学,江西,503,2017
湖州师范学院,江西,503,2017
湖南工业大学,江西,503,2017
西华大学,江西,503,2017
江西农业大学,江西,503,2017
江西理工大学,江西,503,2017
东华理工大学,江西,503,2017
景德镇陶瓷大学,江西,503,2017
赣南师范大学,江西,503,2017
江西科技师范大学,江西,503,2017
井冈山大学,江西,503,2017
南昌工程学院,江西,503,2017
江西理工大学,江西,503,2017
南昌工程学院,江西,503,2017
江西农业大学,江西,503,2017
景德镇陶瓷大学,江西,503,2017
赣南师范大学,江西,503,2017
江西农业大学,江西,503,2017
井冈山大学,江西,503,2017
南昌工程学院,江西,503,2017
江西理工大学,江西,504,2017
东北石油大学,江西,506,2017
西华师范大学,江西,506,2017
江西理工大学,江西,506,2017
华北理工大学,江西,507,2017
曲阜师范大学,江西,508,2017
赣南师范大学,江西,508,2017
哈尔滨师范大学,江西,509,2017
辽宁科技大学,江西,509,2017
安徽农业大学,江西,509,2017
湖南农业大学,江西,509,2017
河北工程大学,江西,510,2017
南昌航空大学,江西,510,2017
江西中医药大学,江西,510,2017
新疆大学,江西,511,2017
山东工商学院,江西,511,2017
西北师范大学,江西,512,2017
黑龙江中医药大学,江西,512,2017
西南石油大学,江西,512,2017
山东理工大学,江西,513,2017
西安工程大学,江西,513,2017
南昌航空大学,江西,513,2017
石河子大学,江西,514,2017
北京印刷学院,江西,514,2017
沈阳航空航天大学,江西,514,2017
福建农林大学,江西,514,2017
成都信息工程大学,江西,514,2017
南昌航空大学,江西,514,2017
赣南医学院,江西,514,2017
浙江科技学院,江西,515,2017
安徽工程大学,江西,515,2017
华北水利水电大学,江西,515,2017
河南理工大学,江西,515,2017
武汉纺织大学,江西,515,2017
山东师范大学,江西,516,2017
长春理工大学,江西,516,2017
沈阳工业大学,江西,516,2017
黑龙江大学,江西,516,2017
广东海洋大学,江西,516,2017
西南科技大学,江西,516,2017
哈尔滨商业大学,江西,517,2017
华东交通大学,江西,517,2017
大连大学,江西,518,2017
哈尔滨理工大学,江西,518,2017
长江大学,江西,518,2017
东莞理工学院,江西,518,2017
西南民族大学,江西,518,2017
四川师范大学,江西,519,2017
中北大学,江西,519,2017
北京师范大学-香港浸会大学联合国际学院,江西,519,2017
华东交通大学,江西,519,2017
重庆师范大学,江西,520,2017
上海应用技术大学,江西,520,2017
上海电机学院,江西,520,2017
安徽理工大学,江西,520,2017
中南林业科技大学,江西,520,2017
西安工业大学,江西,520,2017
江西师范大学,江西,520,2017
东北农业大学,江西,521,2017
陕西科技大学,江西,521,2017
安徽工业大学,江西,521,2017
闽江学院,江西,521,2017
烟台大学,江西,521,2017
江西师范大学,江西,521,2017
华东交通大学,江西,521,2017
西南大学(荣昌校区),江西,522,2017
宁夏大学,江西,522,2017
沈阳建筑大学,江西,523,2017
海南医学院,江西,523,2017
石家庄铁道大学,江西,524,2017
东北林业大学,江西,524,2017
三峡大学,江西,524,2017
南昌大学,江西,524,2017
青海大学,江西,525,2017
天津城建大学,江西,525,2017
上海海洋大学,江西,525,2017
昆明理工大学,江西,525,2017
西安科技大学,江西,525,2017
青海大学,江西,526,2017
福建师范大学,江西,526,2017
山西大学,江西,526,2017
大连交通大学,江西,526,2017
东北电力大学,江西,526,2017
上海第二工业大学,江西,526,2017
苏州科技大学,江西,526,2017
济南大学,江西,526,2017
中南民族大学,江西,526,2017
湖南科技大学,江西,526,2017
青岛科技大学,江西,527,2017
北京物资学院,江西,527,2017
常州大学,江西,527,2017
南华大学,江西,528,2017
重庆理工大学,江西,528,2017
北京体育大学,江西,529,2017
天津师范大学,江西,529,2017
河南大学,江西,529,2017
四川农业大学,江西,529,2017
山东科技大学,江西,529,2017
青岛理工大学,江西,529,2017
河南财经政法大学,江西,529,2017
湖北工业大学,江西,529,2017
重庆交通大学,江西,529,2017
成都理工大学,江西,529,2017
河北大学,江西,530,2017
河北大学,江西,530,2017
大连外国语大学,江西,530,2017
杭州师范大学,江西,530,2017
武汉工程大学,江西,530,2017
广东医科大学,江西,530,2017
西交利物浦大学,江西,531,2017
广西大学,江西,531,2017
海南大学,江西,531,2017
北京联合大学,江西,531,2017
湖南中医药大学,江西,531,2017
延边大学,江西,532,2017
华南农业大学,江西,532,2017
山西财经大学,江西,532,2017
南京林业大学,江西,532,2017
西安理工大学,江西,532,2017
西北政法大学,江西,532,2017
南昌大学,江西,532,2017
赣南医学院,江西,532,2017
南昌大学,江西,532,2017
沈阳药科大学,江西,533,2017
湘潭大学,江西,533,2017
中国民航大学,江西,533,2017
安徽财经大学,江西,533,2017
南昌大学,江西,533,2017
广西大学,江西,534,2017
浙江师范大学,江西,534,2017
贵州大学,江西,534,2017
厦门理工学院,江西,534,2017
中国计量大学,江西,535,2017
重庆工商大学,江西,535,2017
南昌大学,江西,535,2017
江苏科技大学,江西,536,2017
上海工程技术大学,江西,536,2017
上海电力学院,江西,537,2017
湖北大学,江西,537,2017
长沙理工大学,江西,537,2017
江西财经大学,江西,537,2017
西安建筑科技大学,江西,538,2017
太原理工大学,江西,539,2017
北京交通大学(威海校区),江西,539,2017
青岛大学,江西,539,2017
北方工业大学,江西,541,2017
华侨大学,江西,541,2017
江西财经大学,江西,542,2017
天津中医药大学,江西,543,2017
上海政法学院,江西,543,2017
宁波诺丁汉大学,江西,544,2017
燕山大学,江西,545,2017
燕山大学,江西,545,2017
南京信息工程大学,江西,545,2017
扬州大学,江西,545,2017
北京信息科技大学,江西,546,2017
首都师范大学,江西,546,2017
合肥工业大学(宣城校区),江西,547,2017
云南大学,江西,548,2017
上海师范大学,江西,548,2017
集美大学,江西,548,2017
四川外国语大学,江西,548,2017
东北师范大学,江西,549,2017
宁波大学,江西,549,2017
北京工商大学,江西,549,2017
陕西师范大学,江西,550,2017
辽宁大学,江西,550,2017
南京农业大学,江西,550,2017
华中农业大学,江西,550,2017
浙江财经大学,江西,550,2017
中国石油大学(华东),江西,551,2017
武汉科技大学,江西,551,2017
湖南师范大学,江西,552,2017
哈尔滨医科大学,江西,552,2017
浙江理工大学,江西,552,2017
南京工业大学,江西,552,2017
广西医科大学,江西,552,2017
江苏大学,江西,553,2017
广州中医药大学,江西,553,2017
西北农林科技大学,江西,553,2017
广东工业大学,江西,553,2017
重庆邮电大学,江西,553,2017
中国矿业大学(北京),江西,554,2017
中国矿业大学,江西,554,2017
河北医科大学,江西,554,2017
北京中医药大学,江西,556,2017
中国地质大学(北京),江西,556,2017
河北工业大学,江西,556,2017
郑州大学,江西,556,2017
天津外国语大学,江西,556,2017
广州大学,江西,556,2017
大连海事大学,江西,557,2017
西北大学,江西,557,2017
北京建筑大学,江西,557,2017
大连医科大学,江西,557,2017
东北大学秦皇岛分校,江西,558,2017
中国地质大学(武汉),江西,558,2017
长安大学,江西,558,2017
上海海事大学,江西,558,2017
西南大学,江西,559,2017
西南大学,江西,559,2017
安徽大学,江西,559,2017
汕头大学,江西,559,2017
中国石油大学(北京),江西,560,2017
杭州电子科技大学,江西,560,2017
广东财经大学,江西,560,2017
北京林业大学,江西,561,2017
北京语言大学,江西,561,2017
天津财经大学,江西,561,2017
哈尔滨工程大学,江西,561,2017
安徽医科大学,江西,561,2017
浙江工业大学,江西,562,2017
浙江工商大学,江西,562,2017
南京财经大学,江西,562,2017
合肥工业大学,江西,563,2017
大连理工大学(盘锦校区),江西,564,2017
中国药科大学,江西,564,2017
合肥工业大学,江西,564,2017
南京师范大学,江西,565,2017
上海理工大学,江西,565,2017
温州医科大学,江西,565,2017
江南大学,江西,566,2017
广州医科大学,江西,566,2017
华南师范大学,江西,567,2017
北京化工大学,江西,567,2017
北京第二外国语学院,江西,567,2017
福州大学,江西,567,2017
华北电力大学(保定),江西,568,2017
上海对外经贸大学,江西,568,2017
河海大学,江西,568,2017
首都经济贸易大学,江西,568,2017
南京邮电大学,江西,568,2017
西南政法大学,江西,569,2017
华中师范大学,江西,570,2017
山东大学威海分校,江西,570,2017
兰州大学,江西,570,2017
上海立信会计金融学院,江西,570,2017
北京邮电大学(宏福校区),江西,571,2017
东华大学,江西,571,2017
广东外语外贸大学,江西,571,2017
西南交通大学,江西,571,2017
山西医科大学,江西,571,2017
重庆医科大学,江西,571,2017
中国医科大学,江西,572,2017
南京审计大学,江西,572,2017
武汉理工大学,江西,573,2017
北京工业大学,江西,574,2017
上海大学,江西,574,2017
中国海洋大学,江西,574,2017
中央民族大学,江西,575,2017
华东政法大学,江西,575,2017
东北大学,江西,576,2017
苏州大学,江西,576,2017
哈尔滨工业大学(威海),江西,576,2017
