university,province,score,year
西南大学,安徽,527,2016
河北大学,安徽,557,2016
西南大学,安徽,569,2016
重庆大学,安徽,617,2016
西南大学,北京,593,2016
重庆大学,北京,623,2016
青海师范大学,福建,389,2016
西南大学,福建,479,2016
河北大学,福建,497,2016
青海大学,福建,555,2016
西南大学,福建,571,2016
燕山大学,福建,576,2016
重庆大学,福建,588,2016
青海大学,甘肃,487,2016
燕山大学,甘肃,520,2016
重庆大学,甘肃,595,2016
重庆大学,广东,581,2016
青海师范大学,广西,335,2016
青海大学,广西,480,2016
重庆大学,广西,598,2016
青海师范大学,贵州,430,2016
青海大学,贵州,460,2016
燕山大学,贵州,489,2016
重庆大学,贵州,603,2016
青海师范大学,海南,553,2016
青海大学,海南,612,2016
河北大学,海南,627,2016
燕山大学,海南,648,2016
重庆大学,海南,726,2016
河北大学,河北,567,2016
西南大学,河北,613,2016
重庆大学,河北,641,2016
西南大学,河南,557,2016
河北大学,河南,558,2016
重庆大学,河南,621,2016
河北大学,黑龙江,549,2016
西南大学,黑龙江,572,2016
西南大学,黑龙江,580,2016
重庆大学,黑龙江,610,2016
青海大学,湖北,527,2016
燕山大学,湖北,557,2016
重庆大学,湖北,626,2016
青海师范大学,湖南,450,2016
青海大学,湖南,535,2016
燕山大学,湖南,559,2016
重庆大学,湖南,602,2016
青海大学,吉林,525,2016
河北大学,吉林,530,2016
燕山大学,吉林,551,2016
西南大学,吉林,552,2016
重庆大学,吉林,605,2016
青海师范大学,江苏,315,2016
河北大学,江苏,343,2016
西南大学,江苏,366,2016
重庆大学,江苏,380,2016
青海师范大学,江西,466,2016
河北大学,江西,548,2016
西南大学,江西,561,2016
重庆大学,江西,602,2016
青海大学,辽宁,501,2016
河北大学,辽宁,547,2016
燕山大学,辽宁,550,2016
西南大学,辽宁,586,2016
西南大学,辽宁,604,2016
重庆大学,辽宁,618,2016
西南大学,内蒙古,503,2016
河北大学,内蒙古,511,2016
重庆大学,内蒙古,548,2016
西南大学,内蒙古,611,2016
重庆大学,宁夏,567,2016
青海大学,青海,263,2016
河北大学,青海,422,2016
燕山大学,青海,444,2016
重庆大学,青海,538,2016
青海大学,山东,582,2016
西南大学,山东,608,2016
燕山大学,山东,611,2016
西南大学,山东,612,2016
重庆大学,山东,636,2016
青海师范大学,山西,463,2016
河北大学,山西,527,2016
西南大学,山西,562,2016
西南大学,山西,568,2016
重庆大学,山西,597,2016
青海师范大学,陕西,439,2016
青海大学,陕西,510,2016
燕山大学,上海,396,2016
西南大学,上海,436,2016
青海大学,四川,547,2016
燕山大学,四川,561,2016
西南大学,天津,569,2016
燕山大学,天津,575,2016
西南大学,天津,595,2016
西南大学,新疆,546,2016
河北大学,云南,535,2016
燕山大学,浙江,621,2016
青海大学,浙江,621,2016
西南大学,浙江,639,2016
西南大学,浙江,648,2016
青海大学,重庆,597,2016
燕山大学,重庆,599,2016
青海师范大学,安徽,461,2017
广西师范大学,安徽,480,2017
青海大学,安徽,526,2017
河北大学,安徽,537,2017
燕山大学,安徽,551,2017
广西大学,安徽,552,2017
西南大学,安徽,567,2017
合肥工业大学,安徽,572,2017
重庆大学,安徽,596,2017
华中科技大学,安徽,625,2017
武汉大学,安徽,632,2017
中国政法大学,安徽,647,2017
哈尔滨工业大学,安徽,649,2017
北京理工大学,安徽,649,2017
华南理工大学,安徽,650,2017
北京师范大学,安徽,651,2017
天津大学,安徽,651,2017
厦门大学,安徽,653,2017
中山大学,安徽,653,2017
华中科技大学,安徽,654,2017
对外经济贸易大学,安徽,656,2017
东南大学,安徽,657,2017
南开大学,安徽,657,2017
武汉大学,安徽,657,2017
中国科学技术大学,安徽,658,2017
中央财经大学,安徽,659,2017
西安交通大学,安徽,663,2017
浙江大学医学院,安徽,664,2017
上海财经大学,安徽,665,2017
同济大学,安徽,666,2017
北京航空航天大学,安徽,667,2017
北京大学医学部,安徽,670,2017
南京大学,安徽,671,2017
中国科学技术大学,安徽,671,2017
上海交通大学医学院,安徽,673,2017
中国人民大学,安徽,673,2017
浙江大学,安徽,677,2017
复旦大学医学院,安徽,678,2017
上海交通大学,安徽,684,2017
复旦大学,安徽,685,2017
清华大学,安徽,689,2017
北京大学,安徽,693,2017
广西师范大学,北京,501,2017
北方工业大学,北京,537,2017
北京印刷学院,北京,537,2017
北京农学院,北京,537,2017
北京信息科技大学,北京,537,2017
湖南科技大学,北京,538,2017
长沙理工大学,北京,538,2017
湘潭大学,北京,539,2017
北京建筑大学,北京,540,2017
沈阳农业大学,北京,540,2017
陕西科技大学,北京,540,2017
青海大学,北京,542,2017
青海大学,北京,542,2017
北京中医药大学,北京,543,2017
华南农业大学,北京,543,2017
广州中医药大学,北京,543,2017
北京物资学院,北京,544,2017
中国石油大学(华东),北京,546,2017
东北农业大学,北京,548,2017
新疆大学,北京,548,2017
内蒙古大学,北京,549,2017
广西大学,北京,550,2017
南方医科大学,北京,550,2017
北京工商大学,北京,551,2017
北京建筑大学(中外合作专业),北京,552,2017
首都医科大学,北京,553,2017
海南大学,北京,553,2017
北京协和医学院,北京,554,2017
湖南师范大学,北京,554,2017
贵州大学,北京,554,2017
南京信息工程大学,北京,555,2017
东北林业大学,北京,557,2017
西安建筑科技大学,北京,557,2017
北京工商大学(中外合作专业),北京,557,2017
太原理工大学,北京,559,2017
华中农业大学,北京,559,2017
北京第二外国语学院,北京,560,2017
广东外语外贸大学,北京,561,2017
燕山大学,北京,562,2017
燕山大学,北京,562,2017
上海理工大学(中外合作专业),北京,562,2017
江苏大学,北京,563,2017
华中师范大学(中外合作专业),北京,563,2017
中国矿业大学,北京,565,2017
南京农业大学,北京,565,2017
大连海事大学,北京,566,2017
辽宁大学,北京,566,2017
东北师范大学,北京,566,2017
北京师范大学-香港浸会大学联合国际学院,北京,566,2017
中国石油大学(北京),北京,567,2017
首都师范大学,北京,567,2017
延边大学,北京,568,2017
合肥工业大学(中外合作专业),北京,568,2017
长安大学,北京,570,2017
东北师范大学(中外合作专业),北京,570,2017
上海理工大学,北京,571,2017
天津医科大学,北京,572,2017
中国地质大学(武汉),北京,572,2017
陕西师范大学,北京,573,2017
南京信息工程大学(中外合作专业),北京,573,2017
南昌大学,北京,574,2017
首都经济贸易大学,北京,575,2017
温州医科大学,北京,575,2017
福州大学,北京,575,2017
东北大学秦皇岛分校,北京,576,2017
南京中医药大学,北京,576,2017
郑州大学,北京,577,2017
武汉理工大学(中外合作专业),北京,577,2017
中国药科大学,北京,579,2017
成都中医药大学,北京,579,2017
南昌大学(中外合作专业),北京,579,2017
中国医科大学,北京,580,2017
合肥工业大学,北京,580,2017
安徽大学,北京,580,2017
西北农林科技大学,北京,580,2017
哈尔滨工程大学,北京,581,2017
河海大学,北京,581,2017
江南大学,北京,581,2017
西交利物浦大学,北京,581,2017
大连理工大学(盘锦校区)(中外合作专业),北京,581,2017
河北工业大学,北京,582,2017
哈尔滨医科大学,北京,582,2017
北京交通大学(威海校区),北京,582,2017
西南大学,北京,583,2017
西南大学,北京,583,2017
西南政法大学,北京,583,2017
北京化工大学(中外合作专业),北京,583,2017
西南交通大学(中外合作专业),北京,584,2017
合肥工业大学,北京,585,2017
西北大学,北京,585,2017
中国矿业大学(北京),北京,586,2017
天津中医药大学,北京,587,2017
武汉理工大学,北京,587,2017
北京工业大学北京－都柏林国际学院,北京,587,2017
中国海洋大学(中外合作专业),北京,587,2017
天津财经大学,北京,588,2017
大连理工大学(盘锦校区),北京,588,2017
重庆大学(中外合作专业),北京,589,2017
北京工业大学,北京,590,2017
东华大学,北京,592,2017
上海中医药大学,北京,594,2017
中国地质大学(北京),北京,595,2017
苏州大学,北京,597,2017
华北电力大学(保定),北京,598,2017
上海大学(中外合作专业),北京,598,2017
北京电影学院,北京,599,2017
华中师范大学,北京,599,2017
大连医科大学,北京,600,2017
上海大学,北京,600,2017
西南交通大学,北京,600,2017
宁波诺丁汉大学,北京,601,2017
兰州大学,北京,601,2017
东北财经大学,北京,603,2017
中国海洋大学,北京,603,2017
北京林业大学(中外合作专业),北京,604,2017
西北工业大学(中外合作专业),北京,604,2017
华东理工大学,北京,605,2017
中国农业大学(中外合作专业),北京,605,2017
大连理工大学(中外合作专业),北京,605,2017
四川大学(中外合作专业),北京,605,2017
河北医科大学,北京,606,2017
南京理工大学,北京,606,2017
中山大学,北京,606,2017
东北大学,北京,607,2017
北京化工大学,北京,608,2017
华东政法大学,北京,609,2017
北京交通大学(中外合作专业),北京,609,2017
北京林业大学,北京,610,2017
吉林大学,北京,610,2017
暨南大学,北京,610,2017
西安电子科技大学,北京,611,2017
重庆大学,北京,612,2017
哈尔滨工业大学(威海),北京,612,2017
湖南大学,北京,612,2017
重庆大学,北京,612,2017
北京语言大学,北京,613,2017
南京审计大学,北京,613,2017
山东大学威海分校,北京,615,2017
华北电力大学(北京),北京,616,2017
南京航空航天大学,北京,616,2017
中央民族大学,北京,617,2017
北京邮电大学(宏福校区),北京,617,2017
中国传媒大学(中外合作专业),北京,618,2017
中南大学,北京,619,2017
四川大学,北京,621,2017
电子科技大学(沙河校区),北京,621,2017
电子科技大学(沙河校区)(中外合作专业),北京,621,2017
中国农业大学,北京,622,2017
大连理工大学,北京,622,2017
中南财经政法大学,北京,622,2017
华南理工大学,北京,622,2017
西南财经大学(中外合作专业),北京,622,2017
山东大学,北京,623,2017
北京科技大学,北京,624,2017
中国传媒大学,北京,625,2017
厦门大学,北京,625,2017
西南财经大学,北京,625,2017
武汉大学(中外合作专业),北京,625,2017
中国社会科学院大学,北京,626,2017
中国政法大学,北京,626,2017
上海外国语大学,北京,627,2017
西北工业大学,北京,627,2017
北京理工大学(中外合作专业),北京,627,2017
北京交通大学,北京,629,2017
华中科技大学,北京,630,2017
电子科技大学,北京,630,2017
哈尔滨工业大学,北京,631,2017
厦门大学(中外合作专业),北京,631,2017
北京外国语大学,北京,632,2017
华中科技大学,北京,634,2017
东南大学,北京,634,2017
西安交通大学,北京,634,2017
北京邮电大学,北京,635,2017
华东师范大学,北京,635,2017
上海财经大学,北京,635,2017
天津大学,北京,637,2017
中央财经大学(中外合作专业),北京,637,2017
中央财经大学,北京,638,2017
中国人民大学(苏州校区),北京,638,2017
武汉大学,北京,640,2017
对外经济贸易大学,北京,642,2017
北京理工大学,北京,643,2017
武汉大学,北京,645,2017
同济大学,北京,647,2017
上海财经大学(中外合作专业),北京,647,2017
南开大学,北京,649,2017
北京航空航天大学,北京,650,2017
北京师范大学,北京,651,2017
复旦大学医学院,北京,653,2017
北京大学医学部,北京,655,2017
上海交通大学医学院,北京,656,2017
南京大学,北京,656,2017
中国科学技术大学,北京,658,2017
中国科学技术大学,北京,660,2017
中国人民大学,北京,661,2017
浙江大学,北京,661,2017
上海交通大学,北京,664,2017
中国科学院大学,北京,666,2017
复旦大学,北京,668,2017
北京大学,北京,671,2017
清华大学,北京,671,2017
青海师范大学,福建,371,2017
广西师范大学,福建,425,2017
福建农林大学(闽台合作),福建,441,2017
福建师范大学(闽台合作),福建,441,2017
厦门理工学院(面向厦门),福建,441,2017
湖南工业大学,福建,441,2017
沈阳工业大学,福建,441,2017
沈阳建筑大学,福建,441,2017
沈阳药科大学,福建,441,2017
福建师范大学(中外合作),福建,442,2017
闽南师范大学,福建,442,2017
济南大学,福建,442,2017
沈阳农业大学,福建,442,2017
集美大学(闽台合作),福建,443,2017
西南石油大学,福建,443,2017
新疆大学,福建,443,2017
福建中医药大学,福建,444,2017
河南理工大学,福建,444,2017
福建工程学院,福建,445,2017
东华理工大学,福建,445,2017
合肥工业大学,福建,445,2017
宁波大学,福建,445,2017
福建农林大学(中外合作),福建,447,2017
成都理工大学,福建,447,2017
辽宁工程技术大学,福建,447,2017
北京建筑大学,福建,449,2017
长春理工大学,福建,449,2017
东北石油大学,福建,449,2017
哈尔滨医科大学,福建,450,2017
福建医科大学,福建,451,2017
福州大学(地矿专业),福建,451,2017
湖南农业大学,福建,451,2017
中北大学,福建,451,2017
厦门理工学院,福建,452,2017
河南科技大学,福建,453,2017
福建农林大学,福建,454,2017
石河子大学,福建,454,2017
江西理工大学,福建,455,2017
陕西科技大学,福建,455,2017
南华大学,福建,456,2017
天津财经大学,福建,456,2017
天津科技大学,福建,456,2017
西南大学(荣昌校区),福建,456,2017
浙江海洋大学,福建,456,2017
昆明理工大学,福建,458,2017
常州大学,福建,459,2017
北京师范大学-香港浸会大学联合国际学院,福建,460,2017
河北工业大学,福建,460,2017
南京医科大学,福建,460,2017
青岛科技大学,福建,460,2017
山东科技大学,福建,460,2017
武汉工程大学,福建,460,2017
中南林业科技大学,福建,460,2017
河北大学,福建,461,2017
石家庄铁道大学,福建,461,2017
集美大学(面向厦门),福建,462,2017
青海大学,福建,462,2017
青海大学,福建,463,2017
福州大学(闽台合作),福建,463,2017
西安科技大学,福建,463,2017
闽江学院,福建,464,2017
延边大学,福建,464,2017
哈尔滨商业大学,福建,465,2017
湖南科技大学,福建,465,2017
西安建筑科技大学,福建,465,2017
湖南中医药大学,福建,467,2017
江苏科技大学,福建,467,2017
上海海洋大学,福建,467,2017
集美大学,福建,468,2017
青岛理工大学,福建,469,2017
山西大学,福建,469,2017
天津工业大学,福建,471,2017
西安理工大学,福建,471,2017
宁夏医科大学,福建,472,2017
华侨大学(面向厦门),福建,473,2017
安徽财经大学,福建,473,2017
南京信息工程大学,福建,474,2017
三峡大学,福建,474,2017
西交利物浦大学,福建,474,2017
华侨大学,福建,475,2017
河北大学,福建,475,2017
河南大学,福建,475,2017
华南农业大学,福建,475,2017
南京林业大学,福建,475,2017
厦门大学(马来西亚分校),福建,477,2017
南昌航空大学,福建,477,2017
宁夏大学,福建,478,2017
福建师范大学,福建,479,2017
东北农业大学,福建,479,2017
西安邮电大学,福建,480,2017
浙江师范大学,福建,480,2017
北京信息科技大学,福建,481,2017
东北林业大学,福建,481,2017
广西大学,福建,481,2017
广州中医药大学,福建,481,2017
青岛大学,福建,481,2017
南方医科大学,福建,482,2017
重庆交通大学,福建,483,2017
四川农业大学,福建,483,2017
江苏大学,福建,484,2017
广西医科大学,福建,485,2017
湖北大学,福建,485,2017
湘潭大学,福建,486,2017
华侨大学(面向泉州),福建,487,2017
北方工业大学,福建,487,2017
扬州大学,福建,487,2017
长沙理工大学,福建,488,2017
华东交通大学,福建,488,2017
安徽医科大学,福建,489,2017
上海师范大学,福建,489,2017
天津医科大学,福建,489,2017
海南大学,福建,490,2017
中国石油大学(华东),福建,491,2017
福州大学(面向泉州),福建,492,2017
北京交通大学(威海校区),福建,492,2017
首都师范大学,福建,492,2017
中国民航大学,福建,492,2017
北京第二外国语学院,福建,493,2017
北京工商大学,福建,493,2017
北京中医药大学,福建,493,2017
重庆医科大学,福建,493,2017
太原理工大学,福建,493,2017
武汉科技大学,福建,493,2017
江西财经大学,福建,494,2017
燕山大学,福建,495,2017
南京工业大学,福建,495,2017
燕山大学,福建,495,2017
北京体育大学,福建,496,2017
上海海事大学,福建,496,2017
天津中医药大学,福建,496,2017
东北师范大学,福建,497,2017
中国医科大学,福建,497,2017
中国矿业大学(北京),福建,498,2017
福州大学(中外合作),福建,499,2017
大连医科大学,福建,499,2017
广东工业大学,福建,499,2017
广州大学,福建,499,2017
浙江理工大学,福建,499,2017
广西大学,福建,500,2017
重庆邮电大学,福建,500,2017
贵州大学,福建,500,2017
西北大学,福建,500,2017
广州医科大学,福建,501,2017
辽宁大学,福建,501,2017
宁波诺丁汉大学,福建,501,2017
上海理工大学,福建,501,2017
中国地质大学(北京),福建,501,2017
中国石油大学(北京),福建,501,2017
汕头大学,福建,502,2017
四川外国语大学,福建,502,2017
浙江财经大学,福建,502,2017
大连海事大学,福建,504,2017
合肥工业大学(宣城校区),福建,504,2017
湖南师范大学,福建,504,2017
南昌大学,福建,504,2017
新疆医科大学,福建,504,2017
浙江工业大学,福建,504,2017
郑州大学,福建,504,2017
大连理工大学(盘锦校区)(中外合作),福建,505,2017
华中农业大学,福建,505,2017
南京农业大学,福建,505,2017
云南大学,福建,505,2017
中国矿业大学,福建,505,2017
厦门大学(护理类),福建,506,2017
南京财经大学,福建,506,2017
浙江工商大学,福建,506,2017
长安大学,福建,507,2017
南京邮电大学,福建,507,2017
陕西师范大学,福建,507,2017
中国地质大学(武汉),福建,508,2017
北京林业大学,福建,509,2017
东北财经大学,福建,511,2017
西北农林科技大学,福建,511,2017
安徽大学,福建,512,2017
杭州电子科技大学,福建,512,2017
华北电力大学(保定),福建,512,2017
北京语言大学,福建,513,2017
东北大学秦皇岛分校,福建,513,2017
合肥工业大学,福建,514,2017
西安外国语大学,福建,514,2017
北京化工大学,福建,515,2017
福州大学,福建,516,2017
中国药科大学,福建,517,2017
上海中医药大学,福建,519,2017
西南大学,福建,520,2017
西南大学,福建,520,2017
哈尔滨工程大学,福建,521,2017
上海对外经贸大学,福建,521,2017
东南大学,福建,523,2017
河海大学,福建,523,2017
西北政法大学,福建,523,2017
江南大学,福建,525,2017
大连理工大学(盘锦校区),福建,526,2017
兰州大学,福建,527,2017
首都经济贸易大学,福建,528,2017
北京工业大学,福建,530,2017
南京审计大学,福建,530,2017
华北电力大学(北京),福建,531,2017
广东外语外贸大学,福建,532,2017
西南交通大学,福建,532,2017
西南政法大学,福建,533,2017
武汉理工大学,福建,534,2017
暨南大学,福建,535,2017
深圳大学,福建,536,2017
东华大学,福建,537,2017
南京理工大学,福建,537,2017
华中师范大学,福建,538,2017
北京邮电大学(宏福校区),福建,539,2017
苏州大学,福建,539,2017
中国海洋大学,福建,539,2017
上海立信会计金融学院,福建,540,2017
首都医科大学,福建,540,2017
山东大学威海分校,福建,541,2017
中南财经政法大学,福建,541,2017
温州医科大学,福建,542,2017
厦门大学(医学类),福建,543,2017
北京科技大学,福建,543,2017
华东理工大学,福建,543,2017
东北大学,福建,544,2017
西安电子科技大学,福建,544,2017
中央民族大学,福建,544,2017
中国农业大学,福建,546,2017
吉林大学,福建,547,2017
北京理工大学(中外合作),福建,548,2017
哈尔滨工业大学(威海),福建,548,2017
湖南大学,福建,548,2017
福建医科大学(临床医学5+3一体化),福建,549,2017
厦门大学(中外合作办学),福建,549,2017
南京航空航天大学,福建,549,2017
上海大学,福建,550,2017
西北工业大学,福建,550,2017
北京交通大学,福建,551,2017
山东大学,福建,554,2017
大连理工大学,福建,555,2017
电子科技大学(沙河校区),福建,555,2017
华东政法大学,福建,555,2017
中国社会科学院大学,福建,558,2017
重庆大学,福建,559,2017
重庆大学,福建,559,2017
西南财经大学,福建,559,2017
厦门大学(面向厦门),福建,560,2017
中南大学,福建,560,2017
中国传媒大学,福建,561,2017
厦门大学,福建,562,2017
电子科技大学,福建,563,2017
四川大学,福建,566,2017
华南理工大学,福建,567,2017
厦门大学(面向漳州),福建,568,2017
北京邮电大学,福建,568,2017
天津大学,福建,570,2017
上海外国语大学,福建,571,2017
中国人民大学(苏州校区),福建,571,2017
北京理工大学,福建,574,2017
华东师范大学,福建,574,2017
北京外国语大学,福建,575,2017
中山大学,福建,578,2017
哈尔滨工业大学,福建,580,2017
西安交通大学,福建,581,2017
华中科技大学,福建,582,2017
浙江大学医学院,福建,582,2017
中国政法大学,福建,582,2017
南开大学,福建,584,2017
对外经济贸易大学,福建,585,2017
武汉大学,福建,590,2017
中央财经大学,福建,592,2017
华中科技大学,福建,596,2017
武汉大学,福建,601,2017
同济大学,福建,603,2017
中国人民大学,福建,608,2017
北京航空航天大学,福建,610,2017
上海财经大学,福建,614,2017
复旦大学医学院,福建,620,2017
南京大学,福建,620,2017
中国科学技术大学,福建,622,2017
北京大学医学部,福建,623,2017
中国科学技术大学,福建,626,2017
浙江大学,福建,627,2017
复旦大学,福建,632,2017
上海交通大学医学院,福建,635,2017
上海交通大学,福建,644,2017
清华大学,福建,649,2017
北京大学,福建,651,2017
西北师范大学(聚居),甘肃,403.0651691,2017
西北师范大学(散居),甘肃,420,2017
青海师范大学,甘肃,433,2017
江西科技师范大学,甘肃,460,2017
华北水利水电大学,甘肃,460,2017
武汉纺织大学,甘肃,460,2017
湖南工业大学,甘肃,460,2017
海南师范大学,甘肃,460,2017
厦门大学,甘肃,460,2017
福州大学,甘肃,460,2017
中南民族大学,甘肃,460,2017
西南交通大学,甘肃,460,2017
兰州理工大学,甘肃,460,2017
甘肃农业大学,甘肃,460,2017
沈阳农业大学,甘肃,460.0701891,2017
河西学院,甘肃,460.0741741,2017
西北工业大学,甘肃,460.0931651,2017
内蒙古大学,甘肃,462.0801721,2017
辽宁工程技术大学,甘肃,463.0981651,2017
东北石油大学,甘肃,464.0911531,2017
广西师范大学,甘肃,465.1031731,2017
中国石油大学(北京)克拉玛依校区,甘肃,466.1031631,2017
渤海大学,甘肃,466.1061701,2017
西华师范大学,甘肃,467.0671671,2017
西华大学,甘肃,467.0751771,2017
曲阜师范大学,甘肃,467.0751841,2017
海南大学,甘肃,467.0841651,2017
东莞理工学院,甘肃,468.0711611,2017
辽宁石油化工大学,甘肃,468.0711921,2017
河南理工大学,甘肃,468.1001761,2017
井冈山大学,甘肃,469.0951741,2017
上海电机学院,甘肃,470.0941931,2017
辽宁科技大学,甘肃,471.0851901,2017
黑龙江大学,甘肃,471.0901801,2017
昆明理工大学,甘肃,471.1021641,2017
广西师范大学,甘肃,472,2017
东华理工大学,甘肃,472.0731701,2017
河南工业大学,甘肃,472.0741741,2017
沈阳理工大学,甘肃,472.0741831,2017
上海第二工业大学,甘肃,472.0921911,2017
北京印刷学院,甘肃,472.0971841,2017
江西理工大学,甘肃,473.0781681,2017
哈尔滨理工大学,甘肃,473.0801821,2017
上海应用技术大学,甘肃,473.0921741,2017
湖北汽车工业学院,甘肃,473.1041601,2017
北京师范大学-香港浸会大学联合国际学院,甘肃,474.0851631,2017
湖南农业大学,甘肃,474.0861711,2017
兰州交通大学,甘肃,474.0891671,2017
福建农林大学,甘肃,474.0931621,2017
江西师范大学,甘肃,474.1091671,2017
浙江海洋大学,甘肃,475.0641941,2017
安徽工业大学,甘肃,475.0831761,2017
长江大学,甘肃,475.0891971,2017
湖北工业大学,甘肃,475.1101861,2017
兰州财经大学,甘肃,476.0741961,2017
沈阳建筑大学,甘肃,476.0831951,2017
山东师范大学,甘肃,476.0911801,2017
南华大学,甘肃,477.0871771,2017
沈阳工业大学,甘肃,478.1001821,2017
长春理工大学,甘肃,478.1031691,2017
西南民族大学,甘肃,480.0781861,2017
福建师范大学,甘肃,480.0901601,2017
西北师范大学,甘肃,480.1061851,2017
上海电力学院,甘肃,481.0781851,2017
常州大学,甘肃,482.0841721,2017
中南民族大学,甘肃,482.0951611,2017
中南林业科技大学,甘肃,483.0851921,2017
新疆大学,甘肃,484.0721781,2017
哈尔滨商业大学,甘肃,484.0851781,2017
上海工程技术大学,甘肃,484.1171601,2017
山东科技大学,甘肃,485.0732011,2017
黑龙江中医药大学,甘肃,485.0741761,2017
东北农业大学,甘肃,485.0811911,2017
西安工程大学,甘肃,485.0932021,2017
华南农业大学,甘肃,485.0992101,2017
武汉工程大学,甘肃,486.0791931,2017
湖南科技大学,甘肃,486.0811861,2017
温州大学,甘肃,486.0911791,2017
三峡大学,甘肃,486.0971861,2017
西南石油大学,甘肃,487.0611931,2017
重庆交通大学,甘肃,487.0881981,2017
成都信息工程大学,甘肃,489.0722061,2017
北京中医药大学,甘肃,489.0801801,2017
四川师范大学,甘肃,489.0861591,2017
中国民用航空飞行学院,甘肃,489.0901871,2017
宁波诺丁汉大学,甘肃,489.0981591,2017
杭州师范大学,甘肃,489.0981761,2017
海南医学院,甘肃,489.1061851,2017
西交利物浦大学,甘肃,490.0851891,2017
中国石油大学(华东),甘肃,490.0881841,2017
华北理工大学,甘肃,490.0921791,2017
华东交通大学,甘肃,490.1021871,2017
南京林业大学,甘肃,491.0741911,2017
东北电力大学,甘肃,491.0811971,2017
上海师范大学,甘肃,491.0851771,2017
石家庄铁道大学,甘肃,491.0912011,2017
石河子大学,甘肃,492.0671881,2017
东北林业大学,甘肃,492.0851731,2017
北京联合大学,甘肃,492.0971911,2017
浙江师范大学,甘肃,492.1111741,2017
延边大学,甘肃,493.0721971,2017
西南大学(荣昌校区),甘肃,493.0751791,2017
天津师范大学,甘肃,493.0861771,2017
天津理工大学,甘肃,493.0931791,2017
中北大学,甘肃,493.1121991,2017
青海大学,甘肃,494,2017
西南科技大学,甘肃,494.0911721,2017
上海政法学院,甘肃,494.0911891,2017
沈阳药科大学,甘肃,494.0951971,2017
青海大学,甘肃,494.0991981,2017
江苏科技大学,甘肃,496.1021901,2017
天津商业大学,甘肃,497.1001561,2017
河南大学,甘肃,497.1001861,2017
沈阳航空航天大学,甘肃,497.1061781,2017
海南大学,甘肃,497.1131671,2017
北京工商大学,甘肃,498.0851821,2017
重庆理工大学,甘肃,499.1032151,2017
济南大学,甘肃,500.0791951,2017
青岛科技大学,甘肃,500.0832051,2017
北京建筑大学,甘肃,500.0852041,2017
陕西科技大学,甘肃,500.0971871,2017
首都师范大学,甘肃,500.1051661,2017
北京信息科技大学,甘肃,500.1061801,2017
宁夏大学,甘肃,501.0901811,2017
西安石油大学,甘肃,501.1052071,2017
华侨大学,甘肃,501.1081731,2017
上海海事大学,甘肃,501.1121671,2017
四川农业大学,甘肃,501.1121921,2017
浙江财经大学,甘肃,502.1111701,2017
大连外国语大学,甘肃,503.0811891,2017
大连交通大学,甘肃,503.1041941,2017
中国计量大学,甘肃,503.1061941,2017
西安工业大学,甘肃,503.1091841,2017
安徽财经大学,甘肃,504.0812031,2017
浙江理工大学,甘肃,504.0871891,2017
广州大学,甘肃,504.0951641,2017
湘潭大学,甘肃,504.0981701,2017
燕山大学,甘肃,505,2017
四川外国语大学,甘肃,505.1011711,2017
宁波大学,甘肃,505.1031811,2017
集美大学,甘肃,505.1051791,2017
南京工业大学,甘肃,506.0931931,2017
山东财经大学,甘肃,506.1021881,2017
长沙理工大学,甘肃,506.1031901,2017
北方工业大学,甘肃,507.0811911,2017
扬州大学,甘肃,507.0892061,2017
天津中医药大学,甘肃,507.1031901,2017
中国地质大学(北京),甘肃,508.0701941,2017
天津外国语大学,甘肃,508.0871981,2017
武汉科技大学,甘肃,509.0691961,2017
贵州大学,甘肃,509.0942061,2017
南京信息工程大学,甘肃,509.1021951,2017
成都理工大学,甘肃,510.0892101,2017
东北师范大学,甘肃,510.0901901,2017
广西大学,甘肃,510.0921861,2017
华中农业大学,甘肃,510.0961931,2017
中国民航大学,甘肃,510.0981871,2017
西安科技大学,甘肃,511.0951891,2017
北京体育大学,甘肃,511.0981881,2017
西北政法大学,甘肃,512.0981831,2017
江苏大学,甘肃,512.0991851,2017
青岛大学,甘肃,512.0991851,2017
重庆工商大学,甘肃,512.1061771,2017
广西大学,甘肃,513,2017
合肥工业大学(宣城校区),甘肃,513.0831991,2017
浙江工业大学,甘肃,513.0841921,2017
北京交通大学(威海校区),甘肃,513.0902111,2017
中央民族大学,甘肃,513.0951941,2017
中国矿业大学(北京),甘肃,513.0961991,2017
中国矿业大学,甘肃,513.1031951,2017
浙江工商大学,甘肃,514.0871971,2017
上海中医药大学,甘肃,514.0902101,2017
中国石油大学(华东),甘肃,514.0992091,2017
南京农业大学,甘肃,514.1062021,2017
南昌航空大学,甘肃,514.1082171,2017
云南大学,甘肃,515.0892101,2017
上海理工大学,甘肃,515.1021941,2017
湖南中医药大学,甘肃,515.1062021,2017
山西财经大学,甘肃,515.1132011,2017
中国地质大学(北京),甘肃,516.0931981,2017
江西财经大学,甘肃,516.1042101,2017
中国地质大学(武汉),甘肃,517.0942271,2017
广州医科大学,甘肃,517.0971971,2017
广东医科大学,甘肃,518.0982111,2017
湖南师范大学,甘肃,519.0802041,2017
燕山大学,甘肃,519.0882041,2017
西安建筑科技大学,甘肃,519.0892111,2017
华南师范大学,甘肃,519.0912091,2017
辽宁大学,甘肃,519.0981821,2017
